4671.jpg;Arbutus unedo;6;0.0666667
11435.jpg;Celtis australis;1;0.666667
11435.jpg;Castanea sativa;2;0.266667
11435.jpg;Arbutus unedo;3;0.0666667
2111.jpg;Olea europaea;1;0.4
2111.jpg;Euphorbia characias;2;0.266667
2111.jpg;Nerium oleander;3;0.2
2111.jpg;Daphne cneorum;4;0.133333
2112.jpg;Quercus pubescens;1;0.533333
2112.jpg;Quercus robur;2;0.2
2112.jpg;Quercus petraea;3;0.133333
2112.jpg;Pistacia lentiscus;4;0.0666667
2112.jpg;Quercus cerris;5;0.0666667
10849.jpg;Quercus petraea;1;0.466667
10849.jpg;Quercus pubescens;2;0.466667
10849.jpg;Robinia pseudoacacia;3;0.0666667
11437.jpg;Corylus avellana;1;1
5949.jpg;Liquidambar styraciflua;1;0.4
5949.jpg;Liriodendron tulipifera;2;0.133333
5949.jpg;Salix fragilis;3;0.0666667
5949.jpg;Acer opalus;4;0.0666667
5949.jpg;Prunus dulcis;5;0.0666667
5949.jpg;Salix cinerea;6;0.0666667
5949.jpg;Acer pseudoplatanus;7;0.0666667
5949.jpg;Malus sylvestris;8;0.0666667
5949.jpg;Acer saccharinum;9;0.0666667
3399.jpg;Quercus robur;1;0.333333
3399.jpg;Quercus petraea;2;0.333333
3399.jpg;Mespilus germanica;3;0.0666667
3399.jpg;Quercus pubescens;4;0.0666667
3399.jpg;Quercus coccifera;5;0.0666667
3399.jpg;Quercus cerris;6;0.0666667
3399.jpg;Castanea sativa;7;0.0666667
10162.jpg;Prunus avium;1;0.333333
10162.jpg;Tilia cordata;2;0.266667
10162.jpg;Betula pendula;3;0.133333
10162.jpg;Morus nigra;4;0.0666667
10162.jpg;Sorbus latifolia;5;0.0666667
10162.jpg;Broussonetia papyrifera;6;0.0666667
10162.jpg;Betula pubescens;7;0.0666667
7125.jpg;Daphne cneorum;1;0.4
7125.jpg;Euphorbia characias;2;0.266667
7125.jpg;Olea europaea;3;0.2
7125.jpg;Nerium oleander;4;0.133333
5262.jpg;Robinia pseudoacacia;1;0.466667
5262.jpg;Gleditsia triacanthos;2;0.333333
5262.jpg;Rhus coriaria;3;0.2
221.jpg;Daphne cneorum;1;0.4
221.jpg;Nerium oleander;2;0.333333
221.jpg;Euphorbia characias;3;0.2
221.jpg;Olea europaea;4;0.0666667
2802.jpg;Ulmus minor;1;0.466667
2802.jpg;Populus tremula;2;0.266667
2802.jpg;Morus nigra;3;0.0666667
2802.jpg;Alnus cordata;4;0.0666667
2802.jpg;Salix cinerea;5;0.0666667
2802.jpg;Mespilus germanica;6;0.0666667
11439.jpg;Nerium oleander;1;0.8
11439.jpg;Salix alba;2;0.0666667
11439.jpg;Daphne cneorum;3;0.0666667
11439.jpg;Euphorbia characias;4;0.0666667
10164.jpg;Castanea sativa;1;0.466667
10164.jpg;Salix caprea;2;0.266667
10164.jpg;Arbutus unedo;3;0.133333
10164.jpg;Malus sylvestris;4;0.0666667
10164.jpg;Salix cinerea;5;0.0666667
4676.jpg;Fraxinus angustifolia;1;0.533333
4676.jpg;Quercus rubra;2;0.2
4676.jpg;Juglans nigra;3;0.133333
4676.jpg;Acer saccharinum;4;0.0666667
4676.jpg;Castanea sativa;5;0.0666667
7814.jpg;Prunus laurocerasus;1;0.733333
7814.jpg;Arbutus unedo;2;0.133333
7814.jpg;Quercus ilex;3;0.0666667
7814.jpg;Photinia serrulata;4;0.0666667
223.jpg;Rhus coriaria;1;0.6
223.jpg;Pistacia terebinthus;2;0.133333
223.jpg;Fraxinus ornus;3;0.133333
223.jpg;Fraxinus angustifolia;4;0.0666667
223.jpg;Fraxinus excelsior;5;0.0666667
10165.jpg;Morus alba;1;0.466667
10165.jpg;Ulmus minor;2;0.333333
10165.jpg;Alnus cordata;3;0.133333
10165.jpg;Viburnum opulus;4;0.0666667
10853.jpg;Daphne cneorum;1;0.4
10853.jpg;Euphorbia characias;2;0.333333
10853.jpg;Nerium oleander;3;0.133333
10853.jpg;Olea europaea;4;0.0666667
10853.jpg;Buddleja davidii;5;0.0666667
224.jpg;Ligustrum vulgare;1;0.333333
224.jpg;Photinia serrulata;2;0.2
224.jpg;Buddleja davidii;3;0.0666667
224.jpg;Olea europaea;4;0.0666667
224.jpg;Diospyros kaki;5;0.0666667
224.jpg;Pittosporum tobira;6;0.0666667
224.jpg;Punica granatum;7;0.0666667
224.jpg;Capparis spinosa;8;0.0666667
224.jpg;Viburnum tinus;9;0.0666667
9689.jpg;Juniperus oxycedrus;1;1
11441.jpg;Pistacia terebinthus;1;0.733333
11441.jpg;Pistacia lentiscus;2;0.133333
11441.jpg;Rhus coriaria;3;0.0666667
11441.jpg;Juglans regia;4;0.0666667
2118.jpg;Nerium oleander;1;0.733333
2118.jpg;Olea europaea;2;0.2
2118.jpg;Punica granatum;3;0.0666667
10854.jpg;Acer monspessulanum;1;0.933333
10854.jpg;Hedera helix;2;0.0666667
6541.jpg;Olea europaea;1;0.866667
6541.jpg;Punica granatum;2;0.0666667
6541.jpg;Nerium oleander;3;0.0666667
1530.jpg;Fraxinus angustifolia;1;0.533333
1530.jpg;Rhus coriaria;2;0.4
1530.jpg;Fraxinus excelsior;3;0.0666667
11442.jpg;Celtis australis;1;0.733333
11442.jpg;Arbutus unedo;2;0.2
11442.jpg;Castanea sativa;3;0.0666667
8405.jpg;Ulmus minor;1;0.333333
8405.jpg;Castanea sativa;2;0.266667
8405.jpg;Morus alba;3;0.2
8405.jpg;Quercus petraea;4;0.133333
8405.jpg;Corylus avellana;5;0.0666667
9690.jpg;Liriodendron tulipifera;1;0.666667
9690.jpg;Hedera helix;2;0.2
9690.jpg;Pistacia terebinthus;3;0.0666667
9690.jpg;Sophora japonica;4;0.0666667
11443.jpg;Cerasus mahaleb;1;0.2
11443.jpg;Ficus carica;2;0.133333
11443.jpg;Betula pendula;3;0.133333
11443.jpg;Corylus avellana;4;0.0666667
11443.jpg;Ulmus minor;5;0.0666667
11443.jpg;Populus tremula;6;0.0666667
11443.jpg;Alnus glutinosa;7;0.0666667
11443.jpg;Ginkgo biloba;8;0.0666667
11443.jpg;Tilia platyphyllos;9;0.0666667
11443.jpg;Rhamnus cathartica;10;0.0666667
11443.jpg;Populus nigra;11;0.0666667
9691.jpg;Carpinus betulus;1;0.533333
9691.jpg;Sorbus intermedia;2;0.133333
9691.jpg;Corylus avellana;3;0.133333
9691.jpg;Ostrya carpinifolia;4;0.0666667
9691.jpg;Betula pubescens;5;0.0666667
9691.jpg;Ulmus laevis;6;0.0666667
4680.jpg;Fraxinus angustifolia;1;0.333333
4680.jpg;Acer negundo;2;0.2
4680.jpg;Broussonetia papyrifera;3;0.133333
4680.jpg;Fraxinus ornus;4;0.0666667
4680.jpg;Ulmus minor;5;0.0666667
4680.jpg;Sambucus nigra;6;0.0666667
4680.jpg;Juglans nigra;7;0.0666667
4680.jpg;Pistacia terebinthus;8;0.0666667
2808.jpg;Daphne cneorum;1;0.466667
2808.jpg;Euphorbia characias;2;0.266667
2808.jpg;Nerium oleander;3;0.2
2808.jpg;Olea europaea;4;0.0666667
11444.jpg;Tilia platyphyllos;1;0.266667
11444.jpg;Carpinus betulus;2;0.266667
11444.jpg;Viburnum lantana;3;0.2
11444.jpg;Ulmus minor;4;0.0666667
11444.jpg;Mespilus germanica;5;0.0666667
11444.jpg;Broussonetia papyrifera;6;0.0666667
11444.jpg;Arbutus unedo;7;0.0666667
10857.jpg;Acer campestre;1;0.4
10857.jpg;Populus tremula;2;0.133333
10857.jpg;Acer pseudoplatanus;3;0.133333
10857.jpg;Robinia pseudoacacia;4;0.0666667
10857.jpg;Salix cinerea;5;0.0666667
10857.jpg;Quercus petraea;6;0.0666667
10857.jpg;Sorbus torminalis;7;0.0666667
10857.jpg;Acer monspessulanum;8;0.0666667
9692.jpg;Quercus petraea;1;0.466667
9692.jpg;Quercus cerris;2;0.133333
9692.jpg;Quercus robur;3;0.133333
9692.jpg;Acer campestre;4;0.133333
9692.jpg;Quercus pubescens;5;0.133333
4681.jpg;Quercus petraea;1;0.466667
4681.jpg;Quercus ilex;2;0.2
4681.jpg;Alnus cordata;3;0.2
4681.jpg;Acer campestre;4;0.0666667
4681.jpg;Ginkgo biloba;5;0.0666667
1535.jpg;Acer pseudoplatanus;1;0.333333
1535.jpg;Liriodendron tulipifera;2;0.133333
1535.jpg;Populus nigra;3;0.133333
1535.jpg;Viburnum opulus;4;0.0666667
1535.jpg;Liquidambar styraciflua;5;0.0666667
1535.jpg;Salix fragilis;6;0.0666667
1535.jpg;Ficus carica;7;0.0666667
1535.jpg;Arbutus unedo;8;0.0666667
1535.jpg;Hedera helix;9;0.0666667
10860.jpg;Cornus sanguinea;1;0.4
10860.jpg;Viburnum lantana;2;0.266667
10860.jpg;Alnus cordata;3;0.133333
10860.jpg;Euonymus europaeus;4;0.0666667
10860.jpg;Rhamnus alaternus;5;0.0666667
10860.jpg;Ligustrum vulgare;6;0.0666667
11449.jpg;Pistacia lentiscus;1;0.533333
11449.jpg;Sophora japonica;2;0.2
11449.jpg;Rhus coriaria;3;0.133333
11449.jpg;Acer negundo;4;0.0666667
11449.jpg;Juglans regia;5;0.0666667
10861.jpg;Olea europaea;1;1
10862.jpg;Crataegus monogyna;1;0.333333
10862.jpg;Platanus x hispanica;2;0.2
10862.jpg;Acer platanoides;3;0.2
10862.jpg;Quercus rubra;4;0.133333
10862.jpg;Hedera helix;5;0.0666667
10862.jpg;Juglans regia;6;0.0666667
9698.jpg;Quercus pubescens;1;0.466667
9698.jpg;Quercus cerris;2;0.4
9698.jpg;Quercus petraea;3;0.133333
921.jpg;Arbutus unedo;1;0.533333
921.jpg;Castanea sativa;2;0.133333
921.jpg;Prunus avium;3;0.0666667
921.jpg;Celtis australis;4;0.0666667
921.jpg;Mespilus germanica;5;0.0666667
921.jpg;Prunus serotina;6;0.0666667
921.jpg;Prunus spinosa;7;0.0666667
11451.jpg;Alnus cordata;1;0.266667
11451.jpg;Ficus carica;2;0.2
11451.jpg;Populus tremula;3;0.2
11451.jpg;Ulmus minor;4;0.0666667
11451.jpg;Ginkgo biloba;5;0.0666667
11451.jpg;Tilia x europaea;6;0.0666667
11451.jpg;Alnus glutinosa;7;0.0666667
11451.jpg;Quercus coccifera;8;0.0666667
5963.jpg;Robinia pseudoacacia;1;0.533333
5963.jpg;Colutea arborescens;2;0.133333
5963.jpg;Crataegus azarolus;3;0.133333
5963.jpg;Sophora japonica;4;0.0666667
5963.jpg;Pistacia lentiscus;5;0.0666667
5963.jpg;Broussonetia papyrifera;6;0.0666667
10864.jpg;Juniperus oxycedrus;1;0.8
10864.jpg;Euphorbia characias;2;0.2
2816.jpg;Corylus avellana;1;0.333333
2816.jpg;Viburnum lantana;2;0.2
2816.jpg;Betula pendula;3;0.133333
2816.jpg;Ulmus minor;4;0.133333
2816.jpg;Alnus glutinosa;5;0.133333
2816.jpg;Alnus cordata;6;0.0666667
5964.jpg;Acer pseudoplatanus;1;0.333333
5964.jpg;Acer platanoides;2;0.333333
5964.jpg;Platanus x hispanica;3;0.2
5964.jpg;Quercus palustris;4;0.0666667
5964.jpg;Liquidambar styraciflua;5;0.0666667
10865.jpg;Celtis australis;1;0.466667
10865.jpg;Betula utilis var. jacquemontii;2;0.266667
10865.jpg;Arbutus unedo;3;0.2
10865.jpg;Betula pendula;4;0.0666667
5277.jpg;Nerium oleander;1;0.4
5277.jpg;Daphne cneorum;2;0.266667
5277.jpg;Euphorbia characias;3;0.266667
5277.jpg;Salix alba;4;0.0666667
1541.jpg;Olea europaea;1;0.333333
1541.jpg;Euphorbia characias;2;0.266667
1541.jpg;Nerium oleander;3;0.266667
1541.jpg;Daphne cneorum;4;0.133333
2817.jpg;Prunus laurocerasus;1;0.866667
2817.jpg;Arbutus unedo;2;0.133333
11453.jpg;Hedera helix;1;0.466667
11453.jpg;Acer campestre;2;0.2
11453.jpg;Ginkgo biloba;3;0.0666667
11453.jpg;Alnus cordata;4;0.0666667
11453.jpg;Acer platanoides;5;0.0666667
11453.jpg;Acer opalus;6;0.0666667
11453.jpg;Populus alba;7;0.0666667
7140.jpg;Crataegus monogyna;1;0.466667
7140.jpg;Sorbus torminalis;2;0.133333
7140.jpg;Sorbus latifolia;3;0.133333
7140.jpg;Liriodendron tulipifera;4;0.0666667
7140.jpg;Broussonetia papyrifera;5;0.0666667
7140.jpg;Acer saccharinum;6;0.0666667
7140.jpg;Sorbus domestica;7;0.0666667
10866.jpg;Viburnum opulus;1;0.533333
10866.jpg;Tilia cordata;2;0.266667
10866.jpg;Populus tremula;3;0.0666667
10866.jpg;Alnus glutinosa;4;0.0666667
10866.jpg;Cornus sanguinea;5;0.0666667
1542.jpg;Olea europaea;1;0.466667
1542.jpg;Ligustrum vulgare;2;0.133333
1542.jpg;Photinia serrulata;3;0.133333
1542.jpg;Diospyros kaki;4;0.0666667
1542.jpg;Nerium oleander;5;0.0666667
1542.jpg;Buddleja davidii;6;0.0666667
1542.jpg;Capparis spinosa;7;0.0666667
10179.jpg;Quercus petraea;1;0.466667
10179.jpg;Quercus robur;2;0.4
10179.jpg;Ficus carica;3;0.0666667
10179.jpg;Ginkgo biloba;4;0.0666667
11454.jpg;Capparis spinosa;1;0.733333
11454.jpg;Olea europaea;2;0.266667
10867.jpg;Acer platanoides;1;0.466667
10867.jpg;Platanus x hispanica;2;0.333333
10867.jpg;Crataegus monogyna;3;0.133333
10867.jpg;Quercus rubra;4;0.0666667
238.jpg;Populus tremula;1;0.533333
238.jpg;Ulmus minor;2;0.2
238.jpg;Alnus glutinosa;3;0.0666667
238.jpg;Betula pendula;4;0.0666667
238.jpg;Viburnum opulus;5;0.0666667
238.jpg;Populus nigra;6;0.0666667
7142.jpg;Euphorbia characias;1;0.333333
7142.jpg;Daphne cneorum;2;0.266667
7142.jpg;Olea europaea;3;0.266667
7142.jpg;Nerium oleander;4;0.133333
10868.jpg;Robinia pseudoacacia;1;0.466667
10868.jpg;Gleditsia triacanthos;2;0.4
10868.jpg;Quercus cerris;3;0.0666667
10868.jpg;Sorbus domestica;4;0.0666667
1544.jpg;Fraxinus angustifolia;1;1
11456.jpg;Corylus avellana;1;1
2132.jpg;Acer negundo;1;0.533333
2132.jpg;Crataegus monogyna;2;0.2
2132.jpg;Ulmus minor;3;0.0666667
2132.jpg;Quercus cerris;4;0.0666667
2132.jpg;Acer pseudoplatanus;5;0.0666667
2132.jpg;Sambucus nigra;6;0.0666667
11457.jpg;Paliurus spina-christi;1;0.2
11457.jpg;Fagus sylvatica;2;0.2
11457.jpg;Quercus ilex;3;0.133333
11457.jpg;Buxus sempervirens;4;0.133333
11457.jpg;Celtis australis;5;0.133333
11457.jpg;Prunus laurocerasus;6;0.0666667
11457.jpg;Cornus mas;7;0.0666667
11457.jpg;Rhamnus alaternus;8;0.0666667
10182.jpg;Cercis siliquastrum;1;0.8
10182.jpg;Diospyros kaki;2;0.0666667
10182.jpg;Paliurus spina-christi;3;0.0666667
10182.jpg;Capparis spinosa;4;0.0666667
11458.jpg;Celtis australis;1;0.666667
11458.jpg;Prunus avium;2;0.266667
11458.jpg;Malus sylvestris;3;0.0666667
10870.jpg;Pistacia lentiscus;1;0.8
10870.jpg;Pistacia terebinthus;2;0.2
8420.jpg;Rhus coriaria;1;0.2
8420.jpg;Acer negundo;2;0.2
8420.jpg;Crataegus monogyna;3;0.133333
8420.jpg;Albizia julibrissin;4;0.133333
8420.jpg;Juglans regia;5;0.133333
8420.jpg;Pistacia lentiscus;6;0.0666667
8420.jpg;Juglans nigra;7;0.0666667
8420.jpg;Quercus cerris;8;0.0666667
11459.jpg;Juniperus oxycedrus;1;1
1548.jpg;Celtis australis;1;0.6
1548.jpg;Arbutus unedo;2;0.2
1548.jpg;Prunus avium;3;0.2
4697.jpg;Viburnum opulus;1;0.4
4697.jpg;Alnus glutinosa;2;0.333333
4697.jpg;Populus tremula;3;0.133333
4697.jpg;Tilia cordata;4;0.0666667
4697.jpg;Quercus cerris;5;0.0666667
11460.jpg;Ulmus minor;1;0.733333
11460.jpg;Corylus avellana;2;0.2
11460.jpg;Ulmus laevis;3;0.0666667
7148.jpg;Olea europaea;1;0.266667
7148.jpg;Buddleja davidii;2;0.266667
7148.jpg;Eriobotrya japonica;3;0.2
7148.jpg;Laurus nobilis;4;0.2
7148.jpg;Capparis spinosa;5;0.0666667
7836.jpg;Populus tremula;1;0.6
7836.jpg;Quercus ilex;2;0.133333
7836.jpg;Corylus avellana;3;0.133333
7836.jpg;Alnus glutinosa;4;0.0666667
7836.jpg;Cerasus mahaleb;5;0.0666667
11461.jpg;Crataegus monogyna;1;0.8
11461.jpg;Broussonetia papyrifera;2;0.0666667
11461.jpg;Sorbus torminalis;3;0.0666667
11461.jpg;Ficus carica;4;0.0666667
5973.jpg;Pittosporum tenuifolium;1;0.133333
5973.jpg;Prunus laurocerasus;2;0.133333
5973.jpg;Viburnum tinus;3;0.133333
5973.jpg;Juniperus oxycedrus;4;0.0666667
5973.jpg;Punica granatum;5;0.0666667
5973.jpg;Paliurus spina-christi;6;0.0666667
5973.jpg;Euonymus europaeus;7;0.0666667
5973.jpg;Rhamnus alaternus;8;0.0666667
5973.jpg;Cercis siliquastrum;9;0.0666667
5973.jpg;Fagus sylvatica;10;0.0666667
5973.jpg;Olea europaea;11;0.0666667
5973.jpg;Salix caprea;12;0.0666667
7149.jpg;Corylus avellana;1;0.933333
7149.jpg;Broussonetia papyrifera;2;0.0666667
2138.jpg;Celtis australis;1;0.666667
2138.jpg;Prunus avium;2;0.2
2138.jpg;Arbutus unedo;3;0.133333
10874.jpg;Albizia julibrissin;1;0.4
10874.jpg;Fraxinus angustifolia;2;0.266667
10874.jpg;Broussonetia papyrifera;3;0.133333
10874.jpg;Viburnum opulus;4;0.0666667
10874.jpg;Rhus coriaria;5;0.0666667
10874.jpg;Juglans nigra;6;0.0666667
245.jpg;Vitex agnus-castus;1;0.333333
245.jpg;Platanus x hispanica;2;0.333333
245.jpg;Acer campestre;3;0.133333
245.jpg;Pistacia lentiscus;4;0.133333
245.jpg;Acer negundo;5;0.0666667
4699.jpg;Ulmus minor;1;0.333333
4699.jpg;Sorbus latifolia;2;0.266667
4699.jpg;Sorbus torminalis;3;0.133333
4699.jpg;Betula pendula;4;0.133333
4699.jpg;Betula pubescens;5;0.0666667
4699.jpg;Sorbus intermedia;6;0.0666667
11462.jpg;Mespilus germanica;1;0.333333
11462.jpg;Salix caprea;2;0.2
11462.jpg;Populus tremula;3;0.133333
11462.jpg;Liriodendron tulipifera;4;0.0666667
11462.jpg;Prunus dulcis;5;0.0666667
11462.jpg;Euonymus europaeus;6;0.0666667
11462.jpg;Cornus sanguinea;7;0.0666667
11462.jpg;Arbutus unedo;8;0.0666667
10875.jpg;Broussonetia papyrifera;1;0.533333
10875.jpg;Crataegus monogyna;2;0.2
10875.jpg;Aesculus hippocastanum;3;0.133333
10875.jpg;Prunus avium;4;0.0666667
10875.jpg;Arbutus unedo;5;0.0666667
8425.jpg;Nerium oleander;1;0.6
8425.jpg;Euphorbia characias;2;0.266667
8425.jpg;Daphne cneorum;3;0.0666667
8425.jpg;Olea europaea;4;0.0666667
3414.jpg;Hedera helix;1;0.4
3414.jpg;Cotinus coggygria;2;0.266667
3414.jpg;Liriodendron tulipifera;3;0.133333
3414.jpg;Crataegus monogyna;4;0.133333
3414.jpg;Acer monspessulanum;5;0.0666667
1551.jpg;Daphne cneorum;1;0.533333
1551.jpg;Nerium oleander;2;0.466667
4002.jpg;Celtis australis;1;0.266667
4002.jpg;Ulmus minor;2;0.266667
4002.jpg;Castanea sativa;3;0.2
4002.jpg;Prunus avium;4;0.2
4002.jpg;Corylus avellana;5;0.0666667
7150.jpg;Rhus coriaria;1;0.8
7150.jpg;Sorbus domestica;2;0.0666667
7150.jpg;Koelreuteria paniculata;3;0.0666667
7150.jpg;Albizia julibrissin;4;0.0666667
7839.jpg;Rhamnus alaternus;1;0.4
7839.jpg;Buxus sempervirens;2;0.266667
7839.jpg;Quercus ilex;3;0.133333
7839.jpg;Pittosporum tenuifolium;4;0.0666667
7839.jpg;Diospyros kaki;5;0.0666667
7839.jpg;Olea europaea;6;0.0666667
9014.jpg;Olea europaea;1;1
10877.jpg;Sorbus domestica;1;0.533333
10877.jpg;Fraxinus angustifolia;2;0.2
10877.jpg;Koelreuteria paniculata;3;0.0666667
10877.jpg;Aesculus hippocastanum;4;0.0666667
10877.jpg;Rhus coriaria;5;0.0666667
10877.jpg;Gleditsia triacanthos;6;0.0666667
5289.jpg;Corylus avellana;1;1
6564.jpg;Nerium oleander;1;0.866667
6564.jpg;Euphorbia characias;2;0.133333
248.jpg;Morus alba;1;0.4
248.jpg;Ulmus minor;2;0.266667
248.jpg;Cerasus mahaleb;3;0.133333
248.jpg;Tilia platyphyllos;4;0.0666667
248.jpg;Alnus cordata;5;0.0666667
248.jpg;Morus nigra;6;0.0666667
11465.jpg;Broussonetia papyrifera;1;0.466667
11465.jpg;Arbutus unedo;2;0.2
11465.jpg;Crataegus monogyna;3;0.2
11465.jpg;Aesculus hippocastanum;4;0.133333
10878.jpg;Carpinus betulus;1;0.4
10878.jpg;Populus tremula;2;0.266667
10878.jpg;Ostrya carpinifolia;3;0.133333
10878.jpg;Albizia julibrissin;4;0.133333
10878.jpg;Corylus avellana;5;0.0666667
9703.jpg;Ficus carica;1;0.466667
9703.jpg;Cornus sanguinea;2;0.4
9703.jpg;Viburnum opulus;3;0.0666667
9703.jpg;Quercus pubescens;4;0.0666667
11466.jpg;Quercus pubescens;1;0.466667
11466.jpg;Quercus cerris;2;0.4
11466.jpg;Rhus coriaria;3;0.0666667
11466.jpg;Quercus petraea;4;0.0666667
10879.jpg;Celtis australis;1;0.2
10879.jpg;Quercus petraea;2;0.2
10879.jpg;Rhamnus alaternus;3;0.2
10879.jpg;Quercus coccifera;4;0.133333
10879.jpg;Morus alba;5;0.133333
10879.jpg;Ulmus minor;6;0.0666667
10879.jpg;Fraxinus angustifolia;7;0.0666667
11468.jpg;Arbutus unedo;1;0.333333
11468.jpg;Buxus sempervirens;2;0.2
11468.jpg;Cercis siliquastrum;3;0.133333
11468.jpg;Viburnum tinus;4;0.0666667
11468.jpg;Salix caprea;5;0.0666667
11468.jpg;Daphne cneorum;6;0.0666667
11468.jpg;Juniperus oxycedrus;7;0.0666667
11468.jpg;Olea europaea;8;0.0666667
7155.jpg;Sorbus domestica;1;0.6
7155.jpg;Gleditsia triacanthos;2;0.266667
7155.jpg;Koelreuteria paniculata;3;0.0666667
7155.jpg;Rhus coriaria;4;0.0666667
5292.jpg;Acer monspessulanum;1;0.266667
5292.jpg;Hedera helix;2;0.2
5292.jpg;Cotinus coggygria;3;0.2
5292.jpg;Crataegus monogyna;4;0.0666667
5292.jpg;Acer pseudoplatanus;5;0.0666667
