type;image;succes;family;genus;species;plantId;author;FakeRunsAtImageCLEF2012Task/perfectRun.txt;FakeRunsAtImageCLEF2012Task/randomRun_0.txt;FakeRunsAtImageCLEF2012Task/randomRun_1.txt;FakeRunsAtImageCLEF2012Task/randomRun_2.txt;FakeRunsAtImageCLEF2012Task/randomRun_3.txt;FakeRunsAtImageCLEF2012Task/randomRun_4.txt;
TYPE_NAME_PHOTO_ON_STAGE;1726.jpg;1;;;;1116;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;642.jpg;1;;;;1116;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;6282.jpg;1;;;;745;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;2141.jpg;1;;;;1061;Samuel Dufour;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10852.jpg;1;;;;250;Francois Grand;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11205.jpg;1;;;;787;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;3804.jpg;1;;;;281;Cecile G;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;980.jpg;1;;;;281;Cecile G;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10793.jpg;1;;;;281;Cecile G;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;9077.jpg;1;;;;791;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11479.jpg;1;;;;783;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;5801.jpg;1;;;;1106;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10063.jpg;1;;;;157;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11400.jpg;1;;;;1095;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11230.jpg;1;;;;1079;Maryline Laurans;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11185.jpg;1;;;;281;Cecile G;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11233.jpg;1;;;;953;Yves Caraglio;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;5577.jpg;1;;;;256;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11299.jpg;1;;;;752;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11425.jpg;1;;;;484;Charlene Arnaud;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11552.jpg;1;;;;577;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;228.jpg;1;;;;544;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;357.jpg;1;;;;1116;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;6805.jpg;1;;;;1111;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11121.jpg;1;;;;763;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;8122.jpg;1;;;;350;Gregoire Duche;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11093.jpg;1;;;;484;Charlene Arnaud;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;5654.jpg;1;;;;281;Cecile G;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;4283.jpg;1;;;;429;Samuel Dufour;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;5846.jpg;1;;;;1059;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10912.jpg;1;;;;392;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10872.jpg;1;;;;890;Gregoire Duche;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11303.jpg;1;;;;392;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;5680.jpg;1;;;;1086;Pierre Couteron;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;2017.jpg;1;;;;478;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;9276.jpg;1;;;;816;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11489.jpg;1;;;;867;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11294.jpg;1;;;;653;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;3047.jpg;1;;;;1044;Gregoire Duche;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11525.jpg;2;;;;745;Pierre Bonnet;1;0;0;1;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10708.jpg;1;;;;1116;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;4688.jpg;1;;;;544;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;6851.jpg;1;;;;488;Violette Roche;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11354.jpg;1;;;;554;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11298.jpg;1;;;;763;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11560.jpg;1;;;;1028;Tuan Dang;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;1591.jpg;1;;;;145;Genevieve Botti;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;4479.jpg;1;;;;1023;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10892.jpg;1;;;;864;Cecile G;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;7902.jpg;1;;;;298;Maryline Laurans;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11509.jpg;1;;;;639;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;3941.jpg;1;;;;1059;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;6661.jpg;1;;;;677;Sebastien Poullot;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;6944.jpg;1;;;;977;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11221.jpg;1;;;;1115;Cecile G;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;301.jpg;1;;;;1027;Maryline Laurans;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10949.jpg;1;;;;783;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10893.jpg;1;;;;323;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;2926.jpg;1;;;;1006;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;7857.jpg;1;;;;945;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10675.jpg;1;;;;1116;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;2860.jpg;1;;;;1107;Maryline Laurans;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10873.jpg;1;;;;938;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11190.jpg;1;;;;1105;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;1884.jpg;1;;;;311;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11229.jpg;1;;;;1062;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;2895.jpg;1;;;;1047;Michael Belluau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;8790.jpg;1;;;;1059;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10750.jpg;2;;;;1059;Pierre Bonnet;1;1;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10848.jpg;2;;;;1043;Pierre Bonnet;1;0;0;0;1;0;
TYPE_NAME_PHOTO_ON_STAGE;11156.jpg;1;;;;1043;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;1061.jpg;1;;;;544;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;2087.jpg;1;;;;157;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;910.jpg;1;;;;639;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;4176.jpg;1;;;;783;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;6756.jpg;1;;;;392;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;4717.jpg;1;;;;1111;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11346.jpg;1;;;;811;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;1014.jpg;1;;;;429;Samuel Dufour;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;8687.jpg;1;;;;641;Gregoire Duche;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;7663.jpg;1;;;;311;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;6075.jpg;1;;;;478;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;2312.jpg;1;;;;156;Gregoire Duche;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;5766.jpg;1;;;;1041;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;2532.jpg;1;;;;1065;Gregoire Duche;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10806.jpg;1;;;;491;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;6689.jpg;1;;;;1067;Samuel Dufour;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;9579.jpg;1;;;;311;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10748.jpg;1;;;;528;Alexis Joly;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11301.jpg;1;;;;1073;Genevieve Botti;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;9622.jpg;1;;;;167;Michel Chauvet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;8377.jpg;2;;;;639;Herve Goeau;1;0;0;0;1;0;
TYPE_NAME_PHOTO_ON_STAGE;5803.jpg;1;;;;541;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11565.jpg;1;;;;945;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;8868.jpg;1;;;;1120;Sebastien Poullot;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10644.jpg;1;;;;267;Maryline Laurans;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;5975.jpg;1;;;;350;Gregoire Duche;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11095.jpg;1;;;;1116;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10335.jpg;1;;;;890;Gregoire Duche;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;8186.jpg;1;;;;1109;Maryline Laurans;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;8870.jpg;1;;;;1111;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10994.jpg;1;;;;1006;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11090.jpg;1;;;;641;Gregoire Duche;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10978.jpg;1;;;;134;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11134.jpg;1;;;;1023;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;5837.jpg;1;;;;295;Maryline Laurans;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;2098.jpg;1;;;;1106;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;2291.jpg;1;;;;27;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;9562.jpg;1;;;;999;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10945.jpg;1;;;;598;Pierre Couteron;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;4188.jpg;2;;;;1111;Pierre Bonnet;1;1;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11169.jpg;1;;;;1006;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;1573.jpg;1;;;;771;Genevieve Botti;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10850.jpg;1;;;;204;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10268.jpg;1;;;;409;Samuel Dufour;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;2759.jpg;1;;;;967;Laetitia Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;9728.jpg;1;;;;639;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;4291.jpg;1;;;;508;Charlene Arnaud;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;4451.jpg;1;;;;544;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;4835.jpg;1;;;;1085;Michael Belluau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;8099.jpg;1;;;;849;Samuel Dufour;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;5622.jpg;1;;;;27;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;4499.jpg;1;;;;1060;Maryline Laurans;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;993.jpg;1;;;;967;Laetitia Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10256.jpg;1;;;;816;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;7991.jpg;1;;;;1111;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;3918.jpg;1;;;;281;Cecile G;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;2224.jpg;1;;;;60;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11105.jpg;1;;;;541;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;1087.jpg;1;;;;910;Pierre Couteron;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;8605.jpg;1;;;;1006;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10815.jpg;1;;;;494;Cecile G;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;2643.jpg;1;;;;1116;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;9578.jpg;1;;;;1095;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11218.jpg;1;;;;579;Maryline Laurans;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;7047.jpg;1;;;;1010;Genevieve Botti;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;1715.jpg;1;;;;365;Michael Belluau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;7288.jpg;1;;;;1044;Gregoire Duche;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11145.jpg;1;;;;1006;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;7460.jpg;1;;;;699;Maryline Laurans;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11159.jpg;1;;;;1075;Gregoire Duche;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10816.jpg;1;;;;281;Cecile G;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;6164.jpg;1;;;;1041;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;9416.jpg;1;;;;1006;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;5254.jpg;1;;;;745;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11189.jpg;1;;;;620;Pierre Couteron;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;5397.jpg;1;;;;1111;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;9720.jpg;1;;;;1006;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;7709.jpg;1;;;;1116;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;7915.jpg;1;;;;412;Genevieve Botti;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;3560.jpg;1;;;;1091;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;689.jpg;1;;;;783;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;11240.jpg;1;;;;235;Laetitia Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;6707.jpg;1;;;;689;Maryline Laurans;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10609.jpg;1;;;;745;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;2240.jpg;1;;;;350;Gregoire Duche;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;767.jpg;1;;;;765;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;3719.jpg;1;;;;1033;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;5402.jpg;1;;;;235;Laetitia Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;4973.jpg;2;;;;544;Herve Goeau;1;0;1;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;5114.jpg;1;;;;586;Genevieve Botti;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;10640.jpg;1;;;;837;Genevieve Botti;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;766.jpg;1;;;;796;Tuan Dang;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;8659.jpg;1;;;;1116;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;3554.jpg;1;;;;1032;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;2692.jpg;1;;;;331;Francois Grand;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;3946.jpg;1;;;;1050;Anne Verroust;1;0;0;0;0;0;
TYPE_NAME_PHOTO_ON_STAGE;3875.jpg;1;;;;904;Christine Heinz;1;0;0;0;0;0;
